1608679803.9969182 0.20
1608679803.9999096 0.21
1608679804.0009067 0.21
1608679804.002902 0.22
1608679804.0039 0.21
1608679804.005894 0.21
1608679804.0068913 0.21
1608679804.0088856 0.20
1608679807.4945605 0.21
1608679807.5394404 3.24
1608679807.58432 3.18
1608679807.6262083 3.12
1608679807.6710882 3.05
1608679807.7159684 2.98
1608679807.7568588 2.92
1608679807.8017383 2.85
1608679807.8466191 2.79
1608679807.888507 2.74
1608679807.9333866 2.69
1608679807.9782658 2.64
1608679808.019157 2.60
1608679808.064037 2.55
1608679808.1089172 2.49
1608679808.1498072 2.44
1608679808.1946871 2.38
1608679808.240565 2.33
1608679808.2814546 2.28
1608679808.326335 2.24
1608679808.3672261 2.19
1608679808.4121056 2.15
1608679808.4569862 2.11
1608679808.4978764 2.07
1608679808.5437531 2.02
1608679808.588633 1.97
1608679808.6295245 1.93
1608679808.6744034 1.89
1608679808.7192833 1.86
1608679808.7601738 1.82
1608679808.805054 1.78
1608679808.8499336 1.75
1608679808.8918219 1.72
1608679808.9367023 1.68
1608679808.981582 1.64
1608679809.0224721 1.61
1608679809.067353 1.59
1608679809.1122324 1.57
1608679809.15412 1.55
1608679809.1990004 1.52
1608679809.2398903 1.48
1608679809.2847703 1.46
1608679809.3296502 1.43
1608679809.3705416 1.41
1608679809.4154217 1.38
1608679809.4603014 1.35
1608679809.50219 1.32
1608679809.5470688 1.30
1608679809.5919487 1.28
1608679809.6328402 1.25
1608679809.6777203 1.23
1608679809.7226 1.21
1608679809.7644873 1.18
1608679809.8093672 1.16
1608679809.854247 1.14
1608679809.8951378 1.12
1608679809.9400175 1.10
1608679809.980908 1.08
1608679810.025789 1.05
1608679810.0716655 1.03
1608679810.112556 1.01
1608679810.157436 0.99
1608679810.2023165 0.98
1608679810.2432067 0.95
1608679810.288087 0.93
1608679810.3329663 0.92
1608679810.374854 0.90
1608679810.4197347 0.88
1608679810.4646142 0.86
1608679810.5055046 0.83
1608679810.5503843 0.81
1608679810.595264 0.80
1608679810.6361558 0.79
1608679810.681035 0.78
1608679810.722923 0.76
1608679810.767803 0.75
1608679810.812683 0.73
1608679810.853573 0.71
1608679810.8984535 0.69
1608679810.9433339 0.69
1608679810.9842238 0.68
1608679811.0301013 0.67
1608679811.0749812 0.65
1608679811.1158717 0.64
1608679811.1607523 0.63
1608679811.2056317 0.62
1608679811.2465227 0.61
1608679811.2914023 0.61
1608679811.3372796 0.60
1608679811.3781698 0.59
1608679811.4230494 0.58
1608679811.4639413 0.57
1608679811.508821 0.55
1608679811.5537012 0.54
1608679811.594592 0.53
1608679811.6404681 0.53
1608679811.685348 0.52
1608679811.726239 0.51
1608679811.7711189 0.50
1608679811.8159986 0.49
1608679811.856889 0.48
1608679811.9017692 0.48
1608679811.9476502 0.47
1608679811.9885373 0.46
1608679812.0334167 0.44
1608679812.078297 0.44
1608679812.119188 0.43
1608679812.1640706 0.41
1608679812.2049577 0.39
1608679812.2508352 0.39
1608679812.2957149 0.39
1608679812.3366058 0.37
1608679812.3814862 0.35
1608679812.426366 0.35
1608679812.467257 0.34
1608679812.512136 0.34
1608679812.5570166 0.34
1608679812.5989046 0.33
1608679812.6437848 0.32
1608679812.6886637 0.31
1608679812.7295556 0.31
1608679812.7744343 0.30
1608679812.8193145 0.30
1608679812.861203 0.30
1608679812.9060817 0.29
1608679812.946973 0.28
1608679812.9918523 0.28
1608679813.0367327 0.28
1608679813.0776231 0.26
1608679813.1225033 0.26
1608679813.1673827 0.25
1608679813.209271 0.25
1608679813.254151 0.25
1608679813.2990308 0.25
1608679813.339922 0.25
1608679813.3848028 0.24
1608679813.4296818 0.23
1608679813.4705718 0.23
1608679813.5164502 0.22
1608679813.5573394 0.22
1608679813.60222 0.21
1608679813.6470997 0.20
1608679813.6879904 0.20
1608679813.7328703 0.20
1608679813.7777503 0.20
1608679813.8196378 0.20
1608679813.864518 0.19
1608679813.9093988 0.18
1608679813.9502895 0.18
1608679813.9951692 0.16
1608679814.0400493 0.16
1608679814.0809386 0.16
1608679814.1268163 0.15
1608679814.1716974 0.16
1608679814.2125876 0.15
1608679814.2574666 0.15
1608679814.3023465 0.14
1608679814.3432374 0.14
1608679814.3881176 0.14
1608679814.4300053 0.14
1608679814.4748847 0.13
1608679814.519765 0.13
1608679814.560656 0.13
1608679814.6055355 0.14
1608679814.6504154 0.14
1608679814.6913056 0.14
1608679814.7371833 0.14
1608679814.7820637 0.14
1608679814.8229535 0.14
1608679814.8678336 0.14
1608679814.9127145 0.14
1608679814.9536037 0.13
1608679814.9984841 0.13
1608679815.0403721 0.12
1608679815.0852525 -0.33
1608679815.1301317 -0.37
1608679815.1710231 -0.22
1608679815.215902 -0.13
1608679815.260783 -0.05
1608679815.3016734 -0.01
1608679815.3475502 0.01
1608679815.3924315 0.12
1608679815.433321 0.29
1608679815.4782004 0.25
1608679815.523081 0.26
1608679815.5639708 0.33
1608679815.6088512 0.43
1608679815.6507392 0.46
1608679815.69562 0.40
1608679815.740499 0.37
1608679815.7813902 0.40
1608679815.8262694 0.42
1608679815.8711498 0.42
1608679815.9120398 0.47
1608679815.95692 0.45
1608679816.0027978 0.35
1608679816.0436883 0.37
1608679816.0885675 0.39
1608679816.1334474 0.43
1608679816.1743388 0.46
1608679816.2192183 0.39
1608679816.2601087 0.37
1608679816.3059862 0.43
1608679816.3508658 0.46
1608679816.3917565 0.51
1608679816.436637 0.55
1608679816.4815166 0.55
1608679816.522407 0.45
1608679816.5672865 0.47
1608679816.6131659 0.54
1608679816.6540554 0.63
1608679816.6989353 0.76
1608679816.7438152 0.81
1608679816.7847056 0.79
1608679816.829586 0.68
1608679816.8704767 0.63
1608679816.916353 0.57
1608679816.961233 0.68
1608679817.0021238 0.72
1608679817.0470035 0.72
1608679817.0918834 0.72
1608679817.1327739 0.70
1608679817.177654 0.81
1608679817.2235315 0.87
1608679817.264422 0.88
1608679817.3093019 0.86
1608679817.3541813 0.85
1608679817.3950732 0.86
1608679817.4399533 0.81
1608679817.4808435 0.78
1608679817.52672 0.84
1608679817.5716007 0.84
1608679817.612491 0.73
1608679817.65737 0.62
1608679817.702251 0.74
1608679817.743141 0.73
1608679817.7880213 0.68
1608679817.832901 0.73
1608679817.8747892 0.72
1608679817.9196684 0.68
