1608679803.9969182 4.99
1608679803.9999096 4.9997
1608679804.0009067 4.99
1608679804.002902 5.02
1608679804.0039 5.03
1608679804.005894 5.02
1608679804.0068913 4.99
1608679804.0088856 4.99
1608679807.4945605 4.99
1608679807.5394404 4.98
1608679807.58432 4.98
1608679807.6262083 5.03
1608679807.6710882 4.99
1608679807.7159684 5.00
1608679807.7568588 4.99
1608679807.8017383 5.00
1608679807.8466191 4.97
1608679807.888507 4.99
1608679807.9333866 5.02
1608679807.9782658 5.04
1608679808.019157 5.00
1608679808.064037 5.02
1608679808.1089172 5.03
1608679808.1498072 5.01
1608679808.1946871 5.01
1608679808.240565 5.01
1608679808.2814546 4.97
1608679808.326335 5.01
1608679808.3672261 4.99
1608679808.4121056 5.02
1608679808.4569862 5.01
1608679808.4978764 4.99
1608679808.5437531 5.02
1608679808.588633 4.98
1608679808.6295245 4.98
1608679808.6744034 4.95
1608679808.7192833 4.97
1608679808.7601738 4.99
1608679808.805054 5.01
1608679808.8499336 4.99
1608679808.8918219 4.97
1608679808.9367023 5.00
1608679808.981582 5.03
1608679809.0224721 5.01
1608679809.067353 4.99
1608679809.1122324 5.01
1608679809.15412 5.01
1608679809.1990004 4.99
1608679809.2398903 4.99
1608679809.2847703 5.00
1608679809.3296502 4.99
1608679809.3705416 4.98
1608679809.4154217 4.99
1608679809.4603014 4.96
1608679809.50219 5.01
1608679809.5470688 5.01
1608679809.5919487 4.96
1608679809.6328402 4.99
1608679809.6777203 4.98
1608679809.7226 4.96
1608679809.7644873 5.00
1608679809.8093672 5.00
1608679809.854247 4.98
1608679809.8951378 4.95
1608679809.9400175 4.98
1608679809.980908 4.97
1608679810.025789 5.00
1608679810.0716655 4.97
1608679810.112556 5.02
1608679810.157436 5.01
1608679810.2023165 5.02
1608679810.2432067 4.97
1608679810.288087 4.96
1608679810.3329663 5.01
1608679810.374854 5.02
1608679810.4197347 5.00
1608679810.4646142 5.02
1608679810.5055046 4.98
1608679810.5503843 4.97
1608679810.595264 4.96
1608679810.6361558 4.97
1608679810.681035 5.01
1608679810.722923 5.00
1608679810.767803 4.99
1608679810.812683 4.99
1608679810.853573 4.99
1608679810.8984535 5.01
1608679810.9433339 5.01
1608679810.9842238 4.99
1608679811.0301013 5.02
1608679811.0749812 5.02
1608679811.1158717 4.98
1608679811.1607523 4.98
1608679811.2056317 5.00
1608679811.2465227 5.01
1608679811.2914023 5.02
1608679811.3372796 5.01
1608679811.3781698 4.99
1608679811.4230494 4.97
1608679811.4639413 5.04
1608679811.508821 4.99
1608679811.5537012 4.98
1608679811.594592 5.03
1608679811.6404681 5.01
1608679811.685348 5.00
1608679811.726239 4.99
1608679811.7711189 4.99
1608679811.8159986 5.03
1608679811.856889 4.99
1608679811.9017692 4.97
1608679811.9476502 5.02
1608679811.9885373 5.02
1608679812.0334167 4.98
1608679812.078297 4.99
1608679812.119188 5.01
1608679812.1640706 5.01
1608679812.2049577 5.00
1608679812.2508352 5.02
1608679812.2957149 5.00
1608679812.3366058 4.98
1608679812.3814862 5.01
1608679812.426366 4.97
1608679812.467257 4.97
1608679812.512136 5.02
1608679812.5570166 5.00
1608679812.5989046 4.98
1608679812.6437848 4.97
1608679812.6886637 5.00
1608679812.7295556 5.05
1608679812.7744343 5.02
1608679812.8193145 5.04
1608679812.861203 5.02
1608679812.9060817 5.03
1608679812.946973 5.00
1608679812.9918523 5.01
1608679813.0367327 4.99
1608679813.0776231 4.95
1608679813.1225033 5.00
1608679813.1673827 4.99
1608679813.209271 5.00
1608679813.254151 4.96
1608679813.2990308 4.99
1608679813.339922 4.97
1608679813.3848028 5.02
1608679813.4296818 5.00
1608679813.4705718 4.99
1608679813.5164502 5.03
1608679813.5573394 4.98
1608679813.60222 5.01
1608679813.6470997 4.99
1608679813.6879904 5.00
1608679813.7328703 4.97
1608679813.7777503 5.01
1608679813.8196378 5.01
1608679813.864518 5.01
1608679813.9093988 5.02
1608679813.9502895 4.98
1608679813.9951692 5.02
1608679814.0400493 5.05
1608679814.0809386 5.02
1608679814.1268163 4.98
1608679814.1716974 4.98
1608679814.2125876 5.02
1608679814.2574666 5.02
1608679814.3023465 4.95
1608679814.3432374 4.99
1608679814.3881176 4.98
1608679814.4300053 5.02
1608679814.4748847 4.99
1608679814.519765 4.98
1608679814.560656 4.98
1608679814.6055355 5.04
1608679814.6504154 5.00
1608679814.6913056 5.06
1608679814.7371833 5.00
1608679814.7820637 4.98
1608679814.8229535 5.00
1608679814.8678336 4.97
1608679814.9127145 5.02
1608679814.9536037 5.00
1608679814.9984841 5.00
1608679815.0403721 5.02
1608679815.0852525 5.65
1608679815.1301317 5.17
1608679815.1710231 5.19
1608679815.215902 5.29
1608679815.260783 5.00
1608679815.3016734 5.07
1608679815.3475502 5.07
1608679815.3924315 5.01
1608679815.433321 4.84
1608679815.4782004 5.15
1608679815.523081 5.19
1608679815.5639708 5.03
1608679815.6088512 4.92
1608679815.6507392 4.92
1608679815.69562 5.06
1608679815.740499 5.09
1608679815.7813902 4.97
1608679815.8262694 5.09
1608679815.8711498 4.91
1608679815.9120398 4.98
1608679815.95692 5.04
1608679816.0027978 5.00
1608679816.0436883 5.01
1608679816.0885675 5.00
1608679816.1334474 4.94
1608679816.1743388 5.04
1608679816.2192183 4.98
1608679816.2601087 5.02
1608679816.3059862 5.00
1608679816.3508658 4.97
1608679816.3917565 5.01
1608679816.436637 4.93
1608679816.4815166 5.02
1608679816.522407 5.03
1608679816.5672865 4.91
1608679816.6131659 4.97
1608679816.6540554 4.99
1608679816.6989353 5.09
1608679816.7438152 4.96
1608679816.7847056 5.00
1608679816.829586 4.94
1608679816.8704767 5.10
1608679816.916353 5.08
1608679816.961233 5.01
1608679817.0021238 5.04
1608679817.0470035 4.87
1608679817.0918834 4.92
1608679817.1327739 5.05
1608679817.177654 4.95
1608679817.2235315 5.03
1608679817.264422 5.05
1608679817.3093019 5.10
1608679817.3541813 4.97
1608679817.3950732 4.92
1608679817.4399533 5.00
1608679817.4808435 5.11
1608679817.52672 4.99
1608679817.5716007 4.90
1608679817.612491 4.95
1608679817.65737 4.98
1608679817.702251 4.93
1608679817.743141 5.03
1608679817.7880213 4.96
1608679817.832901 4.97
1608679817.8747892 5.05
1608679817.9196684 4.99
1608679817.9605591 4.95
1608679818.0054393 4.90
1608679818.0503194 5.05
1608679818.09121 5.06
1608679818.1370869 4.91
1608679818.181967 5.06
1608679818.222858 5.04
1608679818.2677376 5.00
1608679818.312618 5.05
1608679818.3535078 5.06
1608679818.3983874 5.12
1608679818.4432685 4.97
1608679818.4851556 4.92
1608679818.530036 5.13
1608679818.5709262 5.04
1608679818.6158066 4.97
1608679818.6606863 4.92
1608679818.7015767 5.09
1608679818.7464623 5.12
1608679818.7923338 4.99
1608679818.8332255 5.04
1608679818.878104 5.09
1608679818.9229846 5.05
1608679818.9638755 5.08
1608679819.0087552 4.97
1608679819.053635 4.92
1608679819.0955229 4.95
1608679819.1404028 5.04
1608679819.181294 4.97
1608679819.2261732 4.92
1608679819.2710528 5.00
1608679819.3119445 5.00
1608679819.3568249 5.02
1608679819.4027014 4.96
1608679819.4435923 5.01
1608679819.4884713 5.01
1608679819.533352 5.04
1608679819.5742426 4.99
1608679819.619122 4.94
1608679819.6640015 5.04
1608679819.70589 5.01
1608679819.7507694 5.11
1608679819.7916613 4.95
1608679819.8365402 5.12
1608679819.8814197 4.99
1608679819.9223118 5.00
1608679819.967191 4.97
1608679820.0130682 4.96
1608679820.053959 4.99
1608679820.0988388 5.02
1608679820.1437197 5.13
1608679820.1846092 4.98
1608679820.229489 4.97
1608679820.2743685 4.99
1608679820.3162565 5.04
1608679820.3611376 5.01
1608679820.4020276 5.02
1608679820.4469068 4.95
1608679820.4917872 5.07
1608679820.5326781 4.93
1608679820.5775583 4.95
1608679820.6224377 4.97
1608679820.664326 5.04
1608679820.7092054 4.96
1608679820.7540855 4.93
1608679820.7949767 5.04
1608679820.8398569 5.02
1608679820.8847365 4.98
1608679820.9256265 5.04
1608679820.971504 4.98
1608679821.0123942 5.01
1608679821.0572746 4.94
1608679821.102154 5.02
1608679821.1430457 4.92
1608679821.1879244 5.09
1608679821.232805 4.89
1608679821.274693 5.05
1608679821.3195724 5.08
1608679821.3644526 5.05
1608679821.4053435 5.01
1608679821.4502225 4.99
1608679821.4951031 5.13
1608679821.535994 4.90
1608679821.5818725 4.88
1608679821.622762 5.05
1608679821.6676414 5.14
1608679821.712523 4.94
1608679821.753412 4.92
1608679821.7982914 4.97
1608679821.8431726 5.13
1608679821.88506 5.05
1608679821.9299397 4.95
1608679821.9748197 4.98
1608679822.01571 4.99
1608679822.06059 4.93
1608679822.1054707 4.99
1608679822.1463606 5.11
1608679822.1922379 4.99
1608679822.2331285 4.93
1608679822.2780092 5.01
1608679822.3228881 4.92
1608679822.3637793 5.06
1608679822.4086592 5.04
1608679822.4535403 4.96
1608679822.495428 4.93
1608679822.5403078 5.09
1608679822.5851877 4.98
1608679822.6260774 5.01
1608679822.6709573 4.92
1608679822.715838 5.05
1608679822.7567272 5.01
1608679822.8026044 4.99
1608679822.8434958 4.98
1608679822.8883753 5.07
1608679822.9332547 4.94
1608679822.9741468 4.93
1608679823.0190263 4.94
1608679823.0639062 5.08
1608679823.105794 4.99
1608679823.1506734 4.91
1608679823.1955545 5.06
1608679823.2364445 4.95
1608679823.2813237 5.09
1608679823.3262038 4.92
1608679823.3670943 4.97
1608679823.4119751 4.91
1608679823.4538624 4.94
1608679823.4987423 4.89
1608679823.5436225 4.90
1608679823.5845125 5.03
1608679823.6293929 4.98
1608679823.6742735 5.08
1608679823.7151635 4.96
1608679823.7610414 5.13
1608679823.8059213 4.91
1608679823.8468108 -0.51
1608679823.891691 5.04
1608679823.936571 5.05
1608679823.977462 4.97
1608679824.0223417 4.97
1608679824.064229 4.91
1608679824.1091092 5.00
1608679824.1539896 4.98
1608679824.1948802 5.03
1608679824.2397604 5.00
1608679824.2846403 5.02
1608679824.3255298 5.00
1608679824.3714082 4.96
1608679824.4162889 4.99
